Ticker,Short Name,Market Cap,Rank(Current Market Cap),Market Cap,Price:D-1,P/E,Total Return YTD,Industry Sector,Industry Group,INDUSTRY_SUBGROUP,cap,shares
RMRM US Equity,RMR MORTGAGE TRU,113.43M,5211,113.43M,11.21,--,-41.69,Financial,Closed-end Funds,Closed-end Funds,111998199.5,10200200
VRAI US Equity,V-REAL ASSET INC,111.74M,5236,111.74M,20.29,--,-18.46,Funds,Equity Fund,Unclassified,111815078.7,5500004
ALID US Equity,ALLIED CORP,111.74M,5238,111.74M,1.35,--,-12.9,"Consumer, Non-cyclical",Commercial Services,Inactive/Unknown,111737853,82768780
RBIN US Equity,NATIONWIDE RISK,111.69M,5239,111.69M,24.68,--,-4.41,Funds,Equity Fund,Unclassified,111638992.3,4525000
QLGN US Equity,QUALIGEN THERAPE,113.55M,5207,113.55M,5.88,--,39.25,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,111621805.2,19311731
BLOK US Equity,AMPLIFY TRANSFOR,111.39M,5241,111.39M,24.24,--,29.28,Funds,Equity Fund,Unclassified,111618995.7,4600000
OCIO US Equity,CLEARSHARES OCIO,111.33M,5242,111.33M,28.19,--,2.5,Funds,Asset Allocation Fund,Unclassified,111616333,3950000
PLBC US Equity,PLUMAS BANCORP,109.42M,5275,109.42M,21.13,7.76,-18.9,Financial,Banks,Commer Banks-Western US,111597364.6,5178532
CFFI US Equity,C & F FINANCIAL,116.72M,5169,116.72M,31.99,6.26,-40.85,Financial,Banks,Commer Banks-Southern US,111464302.3,3648586
CGO US Equity,CALAMOS GLOBAL T,112.25M,5226,112.25M,12.61,--,-0.35,Financial,Closed-end Funds,Closed-end Funds,111408760.1,8841965
OVB US Equity,OVERLAY CORE BON,110.41M,5253,110.41M,26.75,--,8.26,Funds,Debt Fund,Unclassified,111258178.7,4150000
RXL US Equity,PRO ULTRA HLTHCR,110.29M,5256,110.29M,132.34,--,4.19,Funds,Equity Fund,Health & Biotechnology,111199974.1,850000
EOSS US Equity,EOS INC,111.18M,5243,111.18M,1.5,108.31,0,"Consumer, Non-cyclical",Cosmetics/Personal Care,Cosmetics&Toiletries,111184495.5,74122997
RVRA US Equity,RIVIERA RESOURCE,110.02M,5264,110.02M,1.9,--,-55.08,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,111182609.3,57907609
HOLD US Equity,ADVISORSHARES SA,111.15M,5244,111.15M,98.8,--,-0.01,Funds,Debt Fund,Unclassified,111161247.3,1125000
JT US Equity,JIANPU TECHNOLOG,113.28M,5213,113.28M,0.67,--,-55.03,Financial,Diversified Finan Serv,Finance-Credit Card,111132007.6,130484776
TTAC US Equity,TRIMTABS ALL CAP,110.62M,5248,110.62M,40.65,--,3.41,Funds,Equity Fund,Unclassified,111082443.2,2725000
KBLB US Equity,KRAIG BIOCRAFT,108.34M,5296,108.34M,0.13,--,-34.57,Basic Materials,Chemicals,Chemicals-Fibers,111073300.1,854410001
SAFS US Equity,SAFER SHOT INC,111.05M,5245,111.05M,0,--,0,Industrial,Miscellaneous Manufactur,Firearms&Ammunition,111048825.1,1.11E+12
QQXT US Equity,FIRST TR NASD100,110.12M,5260,110.12M,67.07,--,15.38,Funds,Equity Fund,Growth & Income,110912468,1650002
BANX US Equity,STONECASTLE FINA,110.24M,5257,110.24M,16.8,10.86,-20.73,Financial,Investment Companies,Investment Companies,110892730,6561700
SCO US Equity,PROSHARES ULTRAS,108.83M,5287,108.83M,15.47,--,27.33,Funds,Commodity Fund,Commodity,110882392.9,7139884
NUSI US Equity,NW RISK MAN INC,107.95M,5300,107.95M,27.66,--,15.5,Funds,Asset Allocation Fund,Unclassified,110856399.5,4000000
SVRA US Equity,SAVARA INC,110.64M,5247,110.64M,2.12,--,-52.68,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,110422191,54128525
SESN US Equity,SESEN BIO INC,110.42M,5252,110.42M,1,--,-3.85,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,110416298,110416298
HYLV US Equity,IQ S&P HY LOWVOL,110.40M,5255,110.40M,25.24,--,1.76,Funds,Debt Fund,Unclassified,110402999.9,4350000
PINE US Equity,ALPINE INCOME,110.11M,5261,110.11M,14.77,--,-19.75,Financial,REITS,REITS-Office Property,110338158.8,7455281
FDM US Equity,FIRST TR MICRO,110.14M,5258,110.14M,40.19,--,-20.24,Funds,Equity Fund,Growth&Income-Small Cap,110337745.7,2755000
REKR US Equity,REKOR SYSTEMS IN,102.62M,5374,102.62M,3.76,--,-1.57,Industrial,Electronics,Electronic Secur Devices,110260835.4,27292286
IHAK US Equity,ISHARES CYBER-TC,109.96M,5265,109.96M,34.29,--,28.33,Funds,Equity Fund,Unclassified,110207496.6,3250000
LRGE US Equity,C BR LRG GR ETF,109.43M,5274,109.43M,44.45,--,16.79,Funds,Equity Fund,Unclassified,110194381.7,2450000
PJUN US Equity,IN S&P500 PBUFFJ,109.77M,5270,109.77M,28.91,--,6.11,Funds,Equity Fund,Unclassified,110116401.7,3800000
FNWB US Equity,FIRST NORTHWEST,115.74M,5185,115.74M,10.89,13.73,-39.47,Financial,Banks,Commer Banks-Western US,110077569.2,10326226
DWSH US Equity,ADVISORSHARES WS,109.79M,5269,109.79M,18.48,--,-19,Funds,Alternative Fund,Unclassified,109837654.1,5925000
CALB US Equity,CALIFORNIA BANCO,109.48M,5273,109.48M,13.46,15.58,-32.7,Financial,Banks,Commer Banks-Western US,109801669.5,8133457
GNT US Equity,GAMCO NATURAL RE,108.90M,5284,108.90M,5.24,--,-5.74,Financial,Closed-end Funds,Closed-end Funds,109730018.6,20742915
CEMI US Equity,CHEMBIO DIAGNOST,119.60M,5132,119.60M,5.93,--,30.04,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Kits,109716656.3,20168503
OVLY US Equity,OAK VALLEY BANCO,110.09M,5262,110.09M,13.4,9.09,-29.86,Financial,Banks,Commer Banks-Western US,109675683.5,8215407
DLNG US Equity,DYNAGAS LNG PART,109.31M,5276,109.31M,3.08,12.77,45.94,Industrial,Shipbuilding,Shipbuilding,109664100,35490000
BNGO US Equity,BIONANO GENOMICS,102.74M,5369,102.74M,0.75,--,-39.52,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,109592836,136991045
VSBC US Equity,VITASPRING BIOME,109.57M,5271,109.57M,2.01,--,378.57,"Consumer, Non-cyclical",Pharmaceuticals,Vitamins&Nutrition Prod,109565160.3,54510030
BIBL US Equity,INSPIRE 100 ETF,108.71M,5289,108.71M,32.62,--,8,Funds,Equity Fund,Unclassified,109369796.8,3350000
TPHD US Equity,T/P HIGH DVD STK,109.11M,5278,109.11M,23.05,--,-13.25,Funds,Equity Fund,Unclassified,109202499.4,4750000
FENG US Equity,PHOENIX NEW -ADR,105.55M,5332,105.55M,1.45,13.2,-26.02,Communications,Internet,Internet Content-Info/Ne,109185810,33124870
IAF US Equity,ABERDEEN AUST EQ,108.92M,5283,108.92M,4.74,--,-5.98,Financial,Country Funds-Closed-end,Finance-Investment Fund,109151298.5,22930944
KNOS US Equity,KRONOS ADVANCED,112.18M,5229,112.18M,0.23,--,13.43k,Industrial,Environmental Control,Air Pollution Control Eq,109130853.4,487626691
NRBO US Equity,NEUROBO PHARMACE,108.26M,5298,108.26M,6.59,--,-24.69,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,109077318.5,16427307
QVAL US Equity,ALP AR US QN VAL,109.15M,5277,109.15M,24.08,--,-20.09,Funds,Equity Fund,Unclassified,108927002,4550000
INDL US Equity,DIREXION DAILY M,108.12M,5299,108.12M,28.55,--,-58.4,Funds,Equity Fund,Country Fund-India,108918762.2,3699686
CHAQ US Equity,CHARDAN HEALTHCA,108.34M,5294,108.34M,9.9,--,--,Diversified,Holding Companies-Divers,Specified Purpose Acquis,108890312.5,10943750
ULBI US Equity,ULTRALIFE CORP,110.14M,5259,110.14M,6.93,20.58,-6.22,Industrial,Electrical Compo&Equip,Electric Products-Misc,108873139.7,15893889
LXAM US Equity,LUX AMBER CORP,108.85M,5285,108.85M,3.88,--,--,"Consumer, Cyclical",Retail,Retail-Jewelry,108854048,28055167
HMOP US Equity,HRTFRD MUNI OPP,108.68M,5290,108.68M,42.65,--,3.67,Funds,Debt Fund,Unclassified,108844192.5,2550000
FRAF US Equity,FRANKLIN FIN SVC,109.82M,5267,109.82M,25.3,8.26,-33.39,Financial,Banks,Commer Banks-Eastern US,108812100,4352484
CHBH US Equity,CROGHAN BNCSHS,108.65M,5291,108.65M,47.85,--,-7.4,Financial,Banks,Commer Banks-Central US,108654382.7,2270729
SWZ US Equity,SWISS HELVETIA,107.51M,5305,107.51M,8.13,--,0.58,Financial,Country Funds-Closed-end,Finance-Investment Fund,108540527.3,13252811
SHAG US Equity,WT YLD EN US ST,108.49M,5293,108.49M,51.65,--,4.04,Funds,Debt Fund,Unclassified,108496505.7,2100000
WTER US Equity,ALKALINE WATER C,116.24M,5177,116.24M,1.95,--,53.54,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,108492489.6,59611258
FKWL US Equity,FRANKLIN WIRELES,104.00M,5355,104.00M,9.81,119.99,310.46,Communications,Telecommunications,Telecommunication Equip,108457559.8,10601912
COCP US Equity,COCRYSTAL PHARMA,114.71M,5198,114.71M,2.2,--,344,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs,108452653.9,52140699
CSSE US Equity,CHICKEN SOUP FOR,115.39M,5191,115.39M,9.61,--,20.12,"Consumer, Cyclical",Entertainment,Motion Pictures&Services,108307000.6,4193490
TEUM US Equity,PARETEUM CORP,101.35M,5389,101.35M,0.73,--,66.96,Technology,Software,Communications Software,108279645.2,138820058
MNSB US Equity,MAINSTREET BANCS,109.00M,5281,109.00M,13.19,10.66,-42.65,Financial,Banks,Commer Banks-Southern US,108257627.1,8263941
TTSH US Equity,TILE SHOP HLDGS,97.61M,5432,97.61M,1.9,--,12.43,"Consumer, Cyclical",Retail,Retail-Building Products,107997447.8,51673420
WMPN US Equity,WILLIAM PENN BAN,107.91M,5301,107.91M,26,32.5,-33.16,Financial,Savings&Loans,S&L/Thrifts-Eastern US,107905434,4150209
FKYS US Equity,FIRST KEYST CORP,109.06M,5280,109.06M,18.7,9.76,-22.5,Financial,Banks,Commer Banks-Eastern US,107893979.5,5832107
APM US Equity,APTORUM GROUP-A,111.83M,5235,111.83M,3.68,--,-76.78,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,107880027,7950986
DBCP US Equity,DELMAR BANCORP,107.57M,5304,107.57M,6.04,--,-24.85,Financial,Banks,Commer Banks-Eastern US,107745569.3,17809185
GVIP US Equity,GS HDG IND V ETF,106.62M,5317,106.62M,73.06,--,15.46,Funds,Equity Fund,Unclassified,107557815.6,1450000
MXDU US Equity,NATIONWIDE MAXIM,107.78M,5303,107.78M,33.16,--,7.22,Funds,Equity Fund,Unclassified,107378379.8,3250000
VYST US Equity,VYSTAR CORP,77.96M,5715,77.96M,0.07,--,529.46,Basic Materials,Chemicals,Chemicals-Diversified,107370892,1105776437
VCNX US Equity,VACCINEX INC,112.52M,5223,112.52M,6.76,--,39.38,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,107357741,16644611
HNW US Equity,PIONEER DIVERSIF,106.99M,5312,106.99M,12.76,--,-10.05,Financial,Closed-end Funds,Closed-end Funds,107326339.7,8332790
NUMV US Equity,NUVEEN ESG MID-C,106.89M,5314,106.89M,25.63,--,-15.19,Funds,Equity Fund,Unclassified,107309997.6,4200000
SIEB US Equity,SIEBERT FINL,112.19M,5227,112.19M,3.66,27.22,-57.69,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,107287985,30653710
ZYNE US Equity,ZYNERBA PHARMACE,103.55M,5357,103.55M,4.15,--,-31.29,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,107287614.4,24950608
UGA US Equity,US GAS FUND LP,107.86M,5302,107.86M,19.53,--,-39.65,Funds,Commodity Fund,Commodity,107256004.3,5450000
JCPB US Equity,JPM COR PLUS BD,107.12M,5308,107.12M,56.37,--,8.34,Funds,Debt Fund,Unclassified,107197998,1900000
XES US Equity,SPDR OIL & GAS E,106.92M,5313,106.92M,37.7,--,-52.57,Funds,Equity Fund,Sector Fund-Energy,106922203.1,2915000
DEX US Equity,DELAWARE ENHANCE,106.26M,5322,106.26M,8.81,--,-9.91,Financial,Closed-end Funds,Closed-end Funds,106865280.2,12007335
STAL US Equity,STAR ALLIANCE IN,106.81M,5315,106.81M,1,--,--,"Consumer, Non-cyclical",Commercial Services,Inactive/Unknown,106813334,106813334
HSPX US Equity,GLOBAL X COV CAL,109.79M,5268,109.79M,44.62,--,-8.75,Funds,Equity Fund,Unclassified,106751998.9,2400000
EVOK US Equity,EVOKE PHARMA INC,106.22M,5323,106.22M,4.3,--,165.43,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,106646178.3,26011263
SNFCA US Equity,SECURITY NATL-A,108.83M,5286,108.83M,6.48,--,19.22,Financial,Insurance,Life/Health Insurance,106480284.2,16546076
USTB US Equity,VICTORYSHARES US,106.27M,5321,106.27M,51.81,--,3.73,Funds,Debt Fund,Unclassified,106333496.1,2050000
ICTSF US Equity,ICTS INTL NV,106.30M,5320,106.30M,3,--,0.67,"Consumer, Non-cyclical",Commercial Services,Protection-Safety,106299999,35433333
PPTY US Equity,US DIVERSIFIED,105.85M,5328,105.85M,27.13,--,-14.82,Funds,Equity Fund,Unclassified,106216499.3,3900000
SGDJ US Equity,SPROTT JUNIOR GO,105.56M,5331,105.56M,49.42,--,45.4,Funds,Equity Fund,Unclassified,106188499.5,2150000
AXIM US Equity,AXIM BIOTECHNOLO,108.80M,5288,108.80M,0.83,--,127.4,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,106169449.2,131089578
DAC US Equity,DANAOS CORP,107.09M,5309,107.09M,4.32,0.64,-52.94,Industrial,Transportation,Transport-Marine,106098255.4,24789312
QLV US Equity,FLEX US LOW VOL,105.44M,5334,105.44M,42.21,--,0.86,Funds,Equity Fund,Unclassified,105969795.2,2500001
UAN US Equity,CVR PARTNERS LP,106.80M,5316,106.80M,0.96,--,-69.03,Basic Materials,Chemicals,Agricultural Chemicals,105838465.4,111244971
AIH US Equity,AESTHETIC ME-ADR,107.20M,5307,107.20M,4.54,--,-29.28,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,105785747.2,23612890
SIXA US Equity,6 MER MEGA CAP,105.53M,5333,105.53M,27.42,--,--,Funds,Equity Fund,Unclassified,105689430.2,3850000
SHRG US Equity,SHARING SERVICES,120.61M,5119,120.61M,0.69,8.99,585,Financial,Investment Companies,Investment Companies,105643431.6,166072386
SCZC US Equity,SANTA CRUZ COUNT,105.19M,5337,105.19M,35.75,7.31,-31.63,Financial,Banks,Commer Banks-Western US,105630688.1,2942359
NWIN US Equity,NORTHWEST INDIAN,105.63M,5330,105.63M,30.5,6.68,-32.27,Financial,Savings&Loans,S&L/Thrifts-Central US,105625648,3463136
BOXL US Equity,BOXLIGHT CORP-A,108.53M,5292,108.53M,2.21,--,99.1,Technology,Software,Educational Software,105580753.1,49107327
IIN US Equity,INTRICON CORP,101.84M,5381,101.84M,11.44,--,-36.44,Industrial,Electronics,Electronic Compo-Misc,105574778.7,8901752
JEMD US Equity,NUVEEN EMERGING,104.77M,5345,104.77M,7.32,--,-14.86,Financial,Closed-end Funds,Closed-end Funds,105557395.9,14245263
DS US Equity,DRIVE SHACK INC,112.68M,5222,112.68M,1.68,--,-54.1,"Consumer, Cyclical",Leisure Time,Golf,105523408.3,67212362
PANL US Equity,PANGAEA LOGISTIC,100.50M,5395,100.50M,2.23,8.07,-24.41,Industrial,Transportation,Transport-Marine,105453649.1,45065662
FPL US Equity,FIRST TRUST NEW,106.16M,5325,106.16M,4.12,--,-52.07,Financial,Closed-end Funds,Closed-end Funds,105433059.7,25715381
EMKR US Equity,EMCORE CORP,108.97M,5282,108.97M,3.71,--,22.04,Technology,Semiconductors,Electronic Compo-Semicon,105280951.5,29408087
SPE US Equity,SPECIAL OPPORT,104.98M,5342,104.98M,12.28,--,-11.72,Financial,Closed-end Funds,Closed-end Funds,105241981.5,8500968
BNED US Equity,BARNES & NOBLE E,109.09M,5279,109.09M,2.25,--,-47.31,"Consumer, Cyclical",Retail,Retail-Bookstore,105213992.9,48485711
GCV US Equity,GABELLI CONV&INC,105.78M,5329,105.78M,5.56,--,0.09,Financial,Closed-end Funds,Closed-end Funds,105211547.9,18821385
IAI US Equity,ISHARES U.S. BRO,105.18M,5338,105.18M,62.11,--,-8.18,Funds,Equity Fund,Financial Services,105179000.9,1700000
ACRX US Equity,ACELRX PHARMA,102.43M,5375,102.43M,1.14,--,-45.97,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,105124164.2,89849713
BSBK US Equity,BOGOTA FINANCIAL,105.26M,5336,105.26M,8,42.81,--,Financial,Banks,Commer Banks Non-US,104997049.5,13157525
DBEM US Equity,XTRACKERS MSCI E,104.91M,5343,104.91M,24.64,--,4.19,Funds,Equity Fund,Emerging Market-Equity,104978179.9,4250800
FTK US Equity,FLOTEK INDS,107.05M,5311,107.05M,1.52,--,-24,Energy,Oil&Gas Services,Oil Field Mach&Equip,104941573.1,70430586
CSBB US Equity,CSB BANCORP INC,104.89M,5344,104.89M,38.25,9.5,-5.08,Financial,Banks,Commer Banks-Central US,104894887.5,2742350
PTGEF US Equity,PORTAGE BIOTECH,105.04M,5341,105.04M,9.56,--,1.7,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,104822724.8,10987707
WEYL US Equity,WEYLAND TECH INC,80.20M,5682,80.20M,6.63,--,19.02,Communications,Internet,E-Marketing/Info,104630166.5,12095973
SAL US Equity,SALISBURY BANCOR,106.03M,5326,106.03M,37.29,9.68,-17.11,Financial,Banks,Commer Banks-Eastern US,104576279.8,2843292
WTMF US Equity,WISDOMTR MGD FUT,104.73M,5347,104.73M,35.57,--,-4.1,Funds,Asset Allocation Fund,Various Assets,104547409.1,2950000
BSD US Equity,BLACKROCK STR MU,104.51M,5349,104.51M,14.29,--,4.84,Financial,Closed-end Funds,Closed-end Funds,104433792.1,7308173
ELVT US Equity,ELEVATE CREDIT I,101.39M,5388,101.39M,2.38,4.19,-46.52,Financial,Diversified Finan Serv,Finance-Consumer Loans,104375328.8,42602175
CTR US Equity,CLEARBRIDGE MLP,102.75M,5368,102.75M,13.19,--,-67.59,Financial,Closed-end Funds,Closed-end Funds,104279480,7661975
BMRA US Equity,BIOMERICA INC,104.13M,5353,104.13M,8.86,--,192.99,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Kits,104245464.4,11752589
HWBK US Equity,HAWTHORN BANCSHA,105.15M,5339,105.15M,16.2,8.7,-33.08,Financial,Banks,Commer Banks-Central US,104244721.2,6490954
UBFO US Equity,UNITED SECURI/CA,105.43M,5335,105.43M,6.21,8.82,-39.88,Financial,Banks,Commer Banks-Western US,104240247.5,16977239
WSTG US Equity,WAYSIDE TECHNOLO,101.22M,5391,101.22M,23.26,16.4,46.38,Technology,Software,Applications Software,104130748.9,4351473
CCR US Equity,CONSOL COAL RESO,104.67M,5348,104.67M,3.78,3.47,-57.83,Energy,Coal,Coal,104115343.8,27690251
LGH US Equity,HCM DEFENDER 500,103.25M,5363,103.25M,27.86,--,-0.36,Funds,Asset Allocation Fund,Unclassified,104057685.9,3700000
JLS US Equity,NVN-MRTG & INCM,104.04M,5354,104.04M,18.99,--,-10.7,Financial,Closed-end Funds,Closed-end Funds,104041854.9,5487440
RVNU US Equity,XTRACKERS MUNICI,104.16M,5352,104.16M,28.85,--,3.98,Funds,Debt Fund,Municipal,104040023.8,3600001
GDP US Equity,GOODRICH PETROLE,110.05M,5263,110.05M,8.78,6.13,-12.55,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,104031785,12533950
EIS US Equity,ISHARES MSCI ISR,103.32M,5362,103.32M,56.41,--,-1.44,Funds,Equity Fund,Geo Focus-Equity,104025497.4,1850000
GEOS US Equity,GEOSPACE TECHNOL,106.31M,5319,106.31M,7.78,--,-53.61,Energy,Oil&Gas Services,Seismic Data Collection,103785591.5,13664989
LJPC US Equity,LA JOLLA PHARM,116.84M,5168,116.84M,4.28,--,8.91,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,103702359,27362100
UOCT US Equity,INNOVATOR ULT OC,103.37M,5360,103.37M,25.51,--,2.25,Funds,Equity Fund,Unclassified,103679191.6,4050000
AYRO US Equity,AYRO INC,106.58M,5318,106.58M,4.41,--,0.23,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,103678785.2,24167549
NMI US Equity,NUV MUNI INC FD,104.73M,5346,104.73M,11.22,--,1.7,Financial,Closed-end Funds,Closed-end Funds,103286872.9,9154689
DTEC US Equity,ALPS DISRUPTIVE,102.77M,5367,102.77M,38.27,--,18.83,Funds,Equity Fund,Unclassified,103140075.7,2700002
BTEC US Equity,PRINCIPAL HEALTH,102.74M,5370,102.74M,46.18,--,19.83,Funds,Equity Fund,Unclassified,103130149.8,2250001
RYE US Equity,INVESCO S&P 500,103.33M,5361,103.33M,28.72,--,-38.65,Funds,Equity Fund,Unclassified,103039642.3,3650005
TWI US Equity,TITAN INTL INC,96.36M,5451,96.36M,1.59,--,-55.95,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,102961183.1,60923777
HZN US Equity,HORIZON GLOBAL,105.97M,5327,105.97M,4.16,--,19.2,"Consumer, Cyclical",Home Builders,Bldg-Mobil Home/Mfd Hous,102909441.4,25472634
XXII US Equity,22ND CENTURY GRO,103.47M,5359,103.47M,0.75,--,-32.25,"Consumer, Non-cyclical",Agriculture,Tobacco,102890957,138854193
NXC US Equity,NUV CA SEL T/F,102.73M,5371,102.73M,16.16,--,-0.8,Financial,Closed-end Funds,Closed-end Funds,102854553.2,6352968
FCCO US Equity,FIRST COMTY CORP,103.50M,5358,103.50M,13.87,10.63,-34.34,Financial,Banks,Commer Banks-Southern US,102829763.7,7462247
JEQ US Equity,ABERDEEN JAPAN E,102.84M,5366,102.84M,7.7,--,-1.03,Financial,Country Funds-Closed-end,Finance-Investment Fund,102709381.1,13408536
FCRD US Equity,FIRST EAGLE ALTE,120.72M,5118,120.72M,3.42,4.52,-39.41,Financial,Investment Companies,Investment Companies,102674533.9,30109834
VLT US Equity,INVESCO HIGH INC,102.70M,5372,102.70M,12.62,--,-6.52,Financial,Closed-end Funds,Closed-end Funds,102616943.4,8118429
DBAW US Equity,XTRACKERS MSCI A,102.41M,5376,102.41M,27.3,--,-4.74,Funds,Equity Fund,Growth&Income-Large Cap,102600402.8,3750001
BLCN US Equity,RLTY SHRS NEXGEN,92.11M,5503,92.11M,35.31,--,38.7,Funds,Equity Fund,Unclassified,102471534.7,2900001
IQSI US Equity,IQ CAN ESG INTL,102.32M,5378,102.32M,24.08,--,-3.78,Funds,Equity Fund,Unclassified,102425849.9,4250000
SFY US Equity,SOFI SELC 500ETF,101.73M,5384,101.73M,12.06,--,8.16,Funds,Equity Fund,Unclassified,102414001.5,8450000
EWZS US Equity,ISHARES MSCI BRA,102.24M,5379,102.24M,13.93,--,-34.11,Funds,Equity Fund,Country Fund-Brazil,102346000.7,7300000
FLBR US Equity,FNK FTSE BR ETF,102.70M,5373,102.70M,19.67,--,-31.85,Funds,Equity Fund,Unclassified,102102005,5200000
OUSM US Equity,OSHARES U.S SMAL,101.64M,5386,101.64M,26.85,--,-8.07,Funds,Equity Fund,Unclassified,102061317.4,3804000
VALT US Equity,ETFMG-ULTRA SHRT,101.76M,5383,101.76M,49.67,--,0.26,Funds,Debt Fund,Unclassified,101833747.9,2050000
FNRN US Equity,FIRST NORT COMM,101.80M,5382,101.80M,7.85,8.52,-28.33,Financial,Banks,Commer Banks-Western US,101803251,12968567
IPO US Equity,RENAISSANCE IPO,101.22M,5390,101.22M,46.46,--,49.76,Funds,Equity Fund,Growth,101793998.7,2200000
BGSF US Equity,BG STAFFING INC,99.46M,5412,99.46M,9.65,8.8,-55.01,"Consumer, Non-cyclical",Commercial Services,Human Resources,101729951.8,10306986
CBAN US Equity,COLONY BANKCORP,104.49M,5350,104.49M,11,10.19,-32.31,Financial,Banks,Commer Banks-Southern US,101636978.1,9498783
USDP US Equity,USD PARTNERS LP,97.48M,5434,97.48M,3.57,13.91,-60.03,Industrial,Transportation,Transport-Services,101573893.2,26843674
DMAC US Equity,DIAMEDICA THERAP,82.01M,5647,82.01M,5.8,--,19.59,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,101397423.7,18139074
MFMS US Equity,MFAM SMALL-CAP G,99.90M,5404,99.90M,31.82,--,23.96,Funds,Equity Fund,Unclassified,101215995.8,3200000
BVFL US Equity,BV FINANCIAL INC,99.39M,5413,99.39M,14,60.87,-18.84,Financial,Savings&Loans,S&L/Thrifts-Eastern US,101159980.5,7098946
GVAL US Equity,CAMBRIA GLOBAL,100.86M,5393,100.86M,18.22,--,-22.98,Funds,Equity Fund,Unclassified,101080177.3,5600010
TEDU US Equity,TARENA INTER-ADR,102.97M,5364,102.97M,1.9,--,-3.06,"Consumer, Non-cyclical",Commercial Services,Schools,101074559,46989415
